APP_TYPE,UNITS,CO_DATE,ADDRESS,APPLICATION_TYPE_DESCRIPTION,APP_YEAR,APP_NUM,LAT,LON,X,Y
B000,0,01/08/2001,101 PEG ST,MOBILE HOME,0,4776,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,01/09/2006,304 REED ST,MOBILE HOME,5,6107,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,01/11/2005,6797 CARPENTER FIRE STATION RD,MOBILE HOME,4,5604,35.822943348,-78.87362895,2037462.5355,754471.71059
B000,0,01/15/2008,308 REED ST,MOBILE HOME,7,10218,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,02/04/2005,1511 GREEN LEVEL TO DURHAM RD,MOBILE HOME,4,5511,35.832000498,-78.90094787,2029360.5913,757759.31152
B000,0,02/14/2001,103 BERN ST,MOBILE HOME,0,4247,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,02/19/2002,608 CEDAR ST,MOBILE HOME,1,4257,35.789057285,-78.76628015,2069314.9424,742195.04336
B000,0,02/20/2002,216 CHESTNUT ST,MOBILE HOME,2,476,35.789057285,-78.76628015,2069314.9424,742195.04336
B000,0,02/22/2007,608 CEDAR ST,MOBILE HOME,7,308,35.789057285,-78.76628015,2069314.9424,742195.04336
B000,0,02/23/2004,214 DOGWOOD ST,MOBILE HOME,3,3873,35.789057285,-78.76628015,2069314.9424,742195.04336
B000,0,03/01/2006,101 BERN ST,MOBILE HOME,6,257,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,03/03/2008,308 YORK ST,MOBILE HOME,7,10186,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,03/21/2001,113 PAT DR,MOBILE HOME,1,797,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,03/25/2002,108 STONE ST,MOBILE HOME,1,4584,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,04/03/2001,100 JERRY DR,MOBILE HOME,0,4775,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,04/04/2001,1745 GREEN LEVEL TO DURHAM RD,MOBILE HOME,1,51,35.83617947,-78.89978186,2029704.6791,759280.80463
B000,0,04/11/2001,204 WACO ST,MOBILE HOME,1,280,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,04/16/2001,602 GRIFFIS ST,MOBILE HOME,1,349,35.779770436,-78.78821405,2062817.1669,738800.09541
B000,0,04/18/2001,604 GRIFFIS ST,MOBILE HOME,1,331,35.779726613,-78.78830708,2062789.6083,738784.08522
B000,0,04/23/2002,203 DOGWOOD ST,MOBILE HOME,2,1229,35.789057285,-78.76628015,2069314.9424,742195.04336
B000,0,05/01/2008,314 HOWLAND AVE,MOBILE HOME,8,2897,35.789852951,-78.79922352,2059544.2638,742463.27968
B000,0,05/04/2005,612 MAPLE AVE,MOBILE HOME,5,2348,35.789057285,-78.76628015,2069314.9424,742195.04336
B000,0,05/23/2006,203 TATE ST,MOBILE HOME,5,7232,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,05/30/2001,211 S LAKE ST,MOBILE HOME,1,1894,35.789057285,-78.76628015,2069314.9424,742195.04336
B000,0,06/01/2004,300 PRESTONWOOD PKY,MOBILE HOME,4,1259,35.79505391,-78.83577558,2048700.9024,744336.47207
B000,0,06/04/2001,203 DOGWOOD ST,MOBILE HOME,1,1931,35.789057285,-78.76628015,2069314.9424,742195.04336
B000,0,06/05/2002,208 HICKORY ST,MOBILE HOME,2,1736,35.789057285,-78.76628015,2069314.9424,742195.04336
B000,0,06/17/2002,503 REED ST,MOBILE HOME,1,3790,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,06/20/2001,512 REED ST,MOBILE HOME,1,1881,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,06/26/2009,116 YORK ST,MOBILE HOME,9,3414,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,07/03/2008,103 NILES ST,MOBILE HOME,8,4450,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,07/10/2002,1000 OLDE WEATHERSTONE WAY,MOBILE HOME,98,1899,35.792427284,-78.80964623,2056451.4098,743394.23294
B000,0,07/10/2002,1000 OLDE WEATHERSTONE WAY,MOBILE HOME,98,1898,35.792427284,-78.80964623,2056451.4098,743394.23294
B000,0,07/10/2002,1000 OLDE WEATHERSTONE WAY,MOBILE HOME,98,1725,35.792427284,-78.80964623,2056451.4098,743394.23294
B000,0,07/10/2002,1000 OLDE WEATHERSTONE WAY,MOBILE HOME,98,1726,35.792427284,-78.80964623,2056451.4098,743394.23294
B000,0,07/10/2002,1000 OLDE WEATHERSTONE WAY,MOBILE HOME,98,1727,35.792427284,-78.80964623,2056451.4098,743394.23294
B000,0,07/10/2002,1000 OLDE WEATHERSTONE WAY,MOBILE HOME,98,1728,35.792427284,-78.80964623,2056451.4098,743394.23294
B000,0,07/10/2002,1000 OLDE WEATHERSTONE WAY,MOBILE HOME,98,1729,35.792427284,-78.80964623,2056451.4098,743394.23294
B000,0,07/10/2002,1000 OLDE WEATHERSTONE WAY,MOBILE HOME,98,1897,35.792427284,-78.80964623,2056451.4098,743394.23294
B000,0,07/13/2004,303 TATE ST,MOBILE HOME,4,2863,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,07/23/2007,5415 HIGHCROFT DR,MOBILE HOME,7,2597,35.800554771,-78.88397192,2034405.9012,746318.58626
B000,0,07/23/2007,5415 HIGHCROFT DR,MOBILE HOME,7,2598,35.800554771,-78.88397192,2034405.9012,746318.58626
B000,0,07/23/2007,5415 HIGHCROFT DR,MOBILE HOME,7,2596,35.800554771,-78.88397192,2034405.9012,746318.58626
B000,0,07/23/2007,112 WEBB ST,MOBILE HOME,6,7136,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,07/31/2002,106 JERRY DR,MOBILE HOME,2,2330,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,08/02/2002,105 PEG ST,MOBILE HOME,2,2329,35.787510652,-78.76220491,2070524.8929,741634.94913
B000,0,08/06/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1862,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/06/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1861,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/06/2002,123 MIDDLE CREEK PARK AVE,MOBILE HOME,1,2512,35.666456273,-78.76107486,2070966.0918,697573.5902
B000,0,08/06/2002,123 MIDDLE CREEK PARK AVE,MOBILE HOME,1,2513,35.666456273,-78.76107486,2070966.0918,697573.5902
B000,0,08/06/2002,123 MIDDLE CREEK PARK AVE,MOBILE HOME,1,2514,35.666456273,-78.76107486,2070966.0918,697573.5902
B000,0,08/06/2002,123 MIDDLE CREEK PARK AVE,MOBILE HOME,1,2515,35.666456273,-78.76107486,2070966.0918,697573.5902
B000,0,08/13/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1854,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/24/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1878,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/24/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1863,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/24/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1860,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/24/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1859,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/24/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1857,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/24/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1879,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/24/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1855,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/24/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1880,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/24/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1856,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/28/2001,1413 HAMPTON VALLEY RD,MOBILE HOME,1,1858,35.758070167,-78.77468091,2066849.1105,730910.22062
B000,0,08/30/2002,103 KYLE ST,MOBILE HOME,2,2328,35.787510652,-78.76220491,2070524.8929,741634.94913
